"","time","obs","pred","pred_var"
"105",187.611,0,1.8629467271755e-06,2.42543894216918e-07
"106",187.623,0,1.8629467271755e-06,2.42543894216918e-07
"107",187.635,0,1.8629467271755e-06,2.42543894216918e-07
"108",187.647,0,1.8629467271755e-06,2.42543894216918e-07
"109",187.659,0,1.8629467271755e-06,2.42543894216918e-07
"110",187.671,0,1.8629467271755e-06,2.42543894216918e-07
"111",187.684,0,1.8629467271755e-06,2.42543894216918e-07
"112",187.695,0,1.8629467271755e-06,2.42543894216918e-07
"113",187.708,0,1.8629467271755e-06,2.42543894216918e-07
"114",187.719,0,1.8629467271755e-06,2.42543894216918e-07
"115",187.732,0,1.8629467271755e-06,2.42543894216918e-07
"116",187.743,0,1.8629467271755e-06,2.42543894216918e-07
"117",187.755,0,1.8629467271755e-06,2.42543894216918e-07
"118",187.768,0,1.8629467271755e-06,2.42543894216918e-07
"119",187.78,0,1.8629467271755e-06,2.42543894216918e-07
"120",187.792,0,1.8629467271755e-06,2.42543894216918e-07
"121",187.804,0,1.8629467271755e-06,2.42543894216918e-07
"122",187.816,0,1.8629467271755e-06,2.42543894216918e-07
"123",187.828,0,1.8629467271755e-06,2.42543894216918e-07
"124",187.84,0,1.8629467271755e-06,2.42543894216918e-07
"125",187.852,0,1.8629467271755e-06,2.42543894216918e-07
"126",187.864,0,1.8629467271755e-06,2.42543894216918e-07
"127",187.876,0,1.8629467271755e-06,2.42543894216918e-07
"128",187.889,0,1.8629467271755e-06,2.42543894216918e-07
"129",187.9,0,1.8629467271755e-06,2.42543894216918e-07
"130",187.912,0,1.8629467271755e-06,2.42543894216918e-07
"131",187.924,0,1.8629467271755e-06,2.42543894216918e-07
"132",187.936,0,1.8629467271755e-06,2.42543894216918e-07
"133",187.948,0,1.8629467271755e-06,2.42543894216918e-07
"134",187.961,0,1.8629467271755e-06,2.42543894216918e-07
"135",187.973,0,1.8629467271755e-06,2.42543894216918e-07
"136",187.985,0,1.8629467271755e-06,2.42543894216918e-07
"137",187.996,0,1.8629467271755e-06,2.42543894216918e-07
"138",188.009,0,1.8629467271755e-06,2.42543894216918e-07
"139",188.021,0,1.8629467271755e-06,2.42543894216918e-07
"140",188.033,0,1.8629467271755e-06,2.42543894216918e-07
"141",188.045,0,1.8629467271755e-06,2.42543894216918e-07
"142",188.057,0,1.8629467271755e-06,2.42543894216918e-07
"143",188.069,0,1.8629467271755e-06,2.42543894216918e-07
"144",188.081,0,1.8629467271755e-06,2.42543894216918e-07
"145",188.093,0,1.8629467271755e-06,2.42543894216918e-07
"146",188.105,0,1.8629467271755e-06,2.42543894216918e-07
"147",188.117,0,1.8629467271755e-06,2.42543894216918e-07
"148",188.129,0,1.8629467271755e-06,2.42543894216918e-07
"149",188.141,0,1.8629467271755e-06,2.42543894216918e-07
"150",188.154,0,1.8629467271755e-06,2.42543894216918e-07
"151",188.165,0,1.8629467271755e-06,2.42543894216918e-07
"152",188.177,0,1.8629467271755e-06,2.42543894216918e-07
"153",188.189,0,1.8629467271755e-06,2.42543894216918e-07
"154",188.202,0,1.8629467271755e-06,2.42543894216918e-07
"155",188.214,0,1.8629467271755e-06,2.42543894216918e-07
"156",188.226,0,1.8629467271755e-06,2.42543894216918e-07
"157",188.238,0,1.8629467271755e-06,2.42543894216918e-07
"158",188.25,0,1.8629467271755e-06,2.42543894216918e-07
"159",188.262,0,1.8629467271755e-06,2.42543894216918e-07
"160",188.274,0,1.8629467271755e-06,2.42543894216918e-07
"161",188.286,0,1.8629467271755e-06,2.42543894216918e-07
"162",188.298,0,1.8629467271755e-06,2.42543894216918e-07
"163",188.31,0,1.8629467271755e-06,2.42543894216918e-07
"164",188.322,0,1.8629467271755e-06,2.42543894216918e-07
"165",188.334,0,1.8629467271755e-06,2.42543894216918e-07
"166",188.346,0,1.8629467271755e-06,2.42543894216918e-07
"167",188.358,0,1.8629467271755e-06,2.42543894216918e-07
"168",188.37,0,1.8629467271755e-06,2.42543894216918e-07
"169",188.382,0,1.8629467271755e-06,2.42543894216918e-07
"170",188.395,0,1.8629467271755e-06,2.42543894216918e-07
"171",188.408,0,1.8629467271755e-06,2.42543894216918e-07
"172",188.419,0,1.8629467271755e-06,2.42543894216918e-07
"173",188.431,0,1.8629467271755e-06,2.42543894216918e-07
"174",188.443,0,1.8629467271755e-06,2.42543894216918e-07
"175",188.456,0,1.8629467271755e-06,2.42543894216918e-07
"176",188.467,0,1.8629467271755e-06,2.42543894216918e-07
"177",188.479,0,1.8629467271755e-06,2.42543894216918e-07
"178",188.491,0,1.8629467271755e-06,2.42543894216918e-07
"179",188.503,0,1.8629467271755e-06,2.42543894216918e-07
"180",188.515,0,1.8629467271755e-06,2.42543894216918e-07
"181",188.527,0,1.8629467271755e-06,2.42543894216918e-07
"182",188.539,0,1.8629467271755e-06,2.42543894216918e-07
"183",188.551,0,1.8629467271755e-06,2.42543894216918e-07
"184",188.563,0,1.8629467271755e-06,2.42543894216918e-07
"185",188.575,0,1.8629467271755e-06,2.42543894216918e-07
"186",188.588,0,1.8629467271755e-06,2.42543894216918e-07
"187",188.6,0,1.8629467271755e-06,2.42543894216918e-07
"188",188.612,0,1.8629467271755e-06,2.42543894216918e-07
"189",188.624,0,1.8629467271755e-06,2.42543894216918e-07
"190",188.636,0,1.8629467271755e-06,2.42543894216918e-07
"191",188.648,0,1.8629467271755e-06,2.42543894216918e-07
"192",188.66,0,1.8629467271755e-06,2.42543894216918e-07
"193",188.672,0,1.8629467271755e-06,2.42543894216918e-07
"194",188.684,0,1.8629467271755e-06,2.42543894216918e-07
"195",188.697,0,1.8629467271755e-06,2.42543894216918e-07
"196",188.708,0,1.8629467271755e-06,2.42543894216918e-07
"197",188.72,0,1.8629467271755e-06,2.42543894216918e-07
"198",188.732,0,1.8629467271755e-06,2.42543894216918e-07
"199",188.744,0,1.8629467271755e-06,2.42543894216918e-07
"200",188.757,0,1.8629467271755e-06,2.42543894216918e-07
"201",188.768,0,1.8629467271755e-06,2.42543894216918e-07
"202",188.78,0,1.8629467271755e-06,2.42543894216918e-07
"203",188.793,0,1.8629467271755e-06,2.42543894216918e-07
"204",188.805,0,1.8629467271755e-06,2.42543894216918e-07
"205",188.816,0,1.8629467271755e-06,2.42543894216918e-07
"206",188.829,0,1.8629467271755e-06,2.42543894216918e-07
"207",188.841,0,1.8629467271755e-06,2.42543894216918e-07
"208",188.853,0,1.8629467271755e-06,2.42543894216918e-07
"209",188.865,0,1.8629467271755e-06,2.42543894216918e-07
"210",188.877,0,1.8629467271755e-06,2.42543894216918e-07
"211",188.889,0,1.8629467271755e-06,2.42543894216918e-07
"212",188.901,0,1.8629467271755e-06,2.42543894216918e-07
"213",188.913,0,1.8629467271755e-06,2.42543894216918e-07
"214",188.925,0,1.8629467271755e-06,2.42543894216918e-07
"215",188.937,0,1.8629467271755e-06,2.42543894216918e-07
"216",188.95,0,1.8629467271755e-06,2.42543894216918e-07
"217",188.962,0,1.8629467271755e-06,2.42543894216918e-07
"218",188.974,0,1.8629467271755e-06,2.42543894216918e-07
"219",188.988,0,1.8629467271755e-06,2.42543894216918e-07
"220",188.998,0,1.8629467271755e-06,2.42543894216918e-07
"221",189.01,0,1.8629467271755e-06,2.42543894216918e-07
"222",189.022,0,1.8629467271755e-06,2.42543894216918e-07
"223",189.034,0,1.8629467271755e-06,2.42543894216918e-07
"224",189.046,0,1.8629467271755e-06,2.42543894216918e-07
"225",189.058,0,1.8629467271755e-06,2.42543894216918e-07
"226",189.07,0,1.8629467271755e-06,2.42543894216918e-07
"227",189.082,0,1.8629467271755e-06,2.42543894216918e-07
"228",189.094,0,1.8629467271755e-06,2.42543894216918e-07
"229",189.106,0,1.8629467271755e-06,2.42543894216918e-07
"230",189.119,0,1.8629467271755e-06,2.42543894216918e-07
"231",189.13,0,1.8629467271755e-06,2.42543894216918e-07
"232",189.142,0,1.8629467271755e-06,2.42543894216918e-07
"233",189.155,0,1.8629467271755e-06,2.42543894216918e-07
"234",189.167,0,1.8629467271755e-06,2.42543894216918e-07
"235",189.179,0,1.8629467271755e-06,2.42543894216918e-07
"236",189.191,0,1.8629467271755e-06,2.42543894216918e-07
"237",189.203,0,1.8629467271755e-06,2.42543894216918e-07
"238",189.215,0,1.8629467271755e-06,2.42543894216918e-07
"239",189.227,0,1.8629467271755e-06,2.42543894216918e-07
"240",189.239,0,1.8629467271755e-06,2.42543894216918e-07
"241",189.251,0,1.8629467271755e-06,2.42543894216918e-07
"242",189.263,0,1.8629467271755e-06,2.42543894216918e-07
"243",189.276,0,1.8629467271755e-06,2.42543894216918e-07
"244",189.287,0,1.8629467271755e-06,2.42543894216918e-07
"245",189.299,0,1.8629467271755e-06,2.42543894216918e-07
"246",189.311,0,1.8629467271755e-06,2.42543894216918e-07
"247",189.323,0,1.8629467271755e-06,2.42543894216918e-07
"248",189.335,0,1.8629467271755e-06,2.42543894216918e-07
"249",189.347,0,1.8629467271755e-06,2.42543894216918e-07
"250",189.36,0,1.8629467271755e-06,2.42543894216918e-07
"251",189.372,0,1.8629467271755e-06,2.42543894216918e-07
"252",189.384,0,1.8629467271755e-06,2.42543894216918e-07
"253",189.396,0,1.8629467271755e-06,2.42543894216918e-07
"254",189.408,0,1.8629467271755e-06,2.42543894216918e-07
"255",189.42,0,1.8629467271755e-06,2.42543894216918e-07
"256",189.432,0,1.8629467271755e-06,2.42543894216918e-07
"257",189.444,0,1.8629467271755e-06,2.42543894216918e-07
"258",189.456,0,1.8629467271755e-06,2.42543894216918e-07
"259",189.468,0,1.8629467271755e-06,2.42543894216918e-07
"260",189.48,0,1.8629467271755e-06,2.42543894216918e-07
"261",189.492,0,1.8629467271755e-06,2.42543894216918e-07
"262",189.504,0,1.8629467271755e-06,2.42543894216918e-07
"263",189.516,0,1.8629467271755e-06,2.42543894216918e-07
"264",189.528,0,1.8629467271755e-06,2.42543894216918e-07
"265",189.54,0,1.8629467271755e-06,2.42543894216918e-07
"266",189.552,0,1.8629467271755e-06,2.42543894216918e-07
"267",189.565,0,1.8629467271755e-06,2.42543894216918e-07
"268",189.577,0,1.8629467271755e-06,2.42543894216918e-07
"269",189.589,0,1.8629467271755e-06,2.42543894216918e-07
"270",189.601,0,1.8629467271755e-06,2.42543894216918e-07
"271",189.613,0,1.8629467271755e-06,2.42543894216918e-07
"272",189.626,0,1.8629467271755e-06,2.42543894216918e-07
"273",189.637,0,1.8629467271755e-06,2.42543894216918e-07
"274",189.649,0,1.8629467271755e-06,2.42543894216918e-07
"275",189.661,0,1.8629467271755e-06,2.42543894216918e-07
"276",189.673,0,1.8629467271755e-06,2.42543894216918e-07
"277",189.685,0,1.8629467271755e-06,2.42543894216918e-07
"278",189.697,0,1.8629467271755e-06,2.42543894216918e-07
"279",189.71,0,1.8629467271755e-06,2.42543894216918e-07
"280",189.723,0,1.8629467271755e-06,2.42543894216918e-07
"281",189.733,0,1.8629467271755e-06,2.42543894216918e-07
"282",189.746,0,1.8629467271755e-06,2.42543894216918e-07
"283",189.758,0,1.8629467271755e-06,2.42543894216918e-07
"284",189.77,0,1.8629467271755e-06,2.42543894216918e-07
"285",189.781,0,1.8629467271755e-06,2.42543894216918e-07
"286",189.794,0,1.8629467271755e-06,2.42543894216918e-07
"287",189.806,0,1.8629467271755e-06,2.42543894216918e-07
"288",189.818,0,1.8629467271755e-06,2.42543894216918e-07
"289",189.83,0,1.8629467271755e-06,2.42543894216918e-07
"290",189.843,0,1.8629467271755e-06,2.42543894216918e-07
"291",189.855,0,1.8629467271755e-06,2.42543894216918e-07
"292",189.866,0,1.8629467271755e-06,2.42543894216918e-07
"293",189.878,0,1.8629467271755e-06,2.42543894216918e-07
"294",189.89,0,1.8629467271755e-06,2.42543894216918e-07
"295",189.902,0,1.8629467271755e-06,2.42543894216918e-07
"296",189.915,0,1.8629467271755e-06,2.42543894216918e-07
"297",189.926,0,1.8629467271755e-06,2.42543894216918e-07
"298",189.939,0,1.8629467271755e-06,2.42543894216918e-07
"299",189.951,0,1.8629467271755e-06,2.42543894216918e-07
"300",189.963,0,1.8629467271755e-06,2.42543894216918e-07
"301",189.974,0,1.8629467271755e-06,2.42543894216918e-07
"302",189.987,0,1.8629467271755e-06,2.42543894216918e-07
"303",189.999,0,1.8629467271755e-06,2.42543894216918e-07
"304",190.011,0,1.8629467271755e-06,2.42543894216918e-07
"305",190.023,0,1.8629467271755e-06,2.42543894216918e-07
"306",190.035,0,1.8629467271755e-06,2.42543894216918e-07
"307",190.047,0,1.8629467271755e-06,2.42543894216918e-07
"308",190.059,0,1.8629467271755e-06,2.42543894216918e-07
"309",190.071,0,1.8629467271755e-06,2.42543894216918e-07
"310",190.084,0,1.8629467271755e-06,2.42543894216918e-07
"311",190.095,0,1.8629467271755e-06,2.42543894216918e-07
"312",190.108,0,1.8629467271755e-06,2.42543894216918e-07
"313",190.12,0,1.8629467271755e-06,2.42543894216918e-07
"314",190.132,0,1.8629467271755e-06,2.42543894216918e-07
"315",190.144,0,1.8629467271755e-06,2.42543894216918e-07
"316",190.156,0,1.8629467271755e-06,2.42543894216918e-07
"317",190.168,0,1.8629467271755e-06,2.42543894216918e-07
"318",190.18,0,1.8629467271755e-06,2.42543894216918e-07
"319",190.192,0,1.8629467271755e-06,2.42543894216918e-07
"320",190.205,0,1.8629467271755e-06,2.42543894216918e-07
"321",190.216,0,1.8629467271755e-06,2.42543894216918e-07
"322",190.228,0,1.8629467271755e-06,2.42543894216918e-07
"323",190.24,0,1.8629467271755e-06,2.42543894216918e-07
"324",190.252,0,1.8629467271755e-06,2.42543894216918e-07
"325",190.264,0,1.8629467271755e-06,2.42543894216918e-07
"326",190.28,0,1.8629467271755e-06,2.42543894216918e-07
"327",190.288,0,1.8629467271755e-06,2.42543894216918e-07
"328",190.3,0,1.8629467271755e-06,2.42543894216918e-07
"329",190.312,0,1.8629467271755e-06,2.42543894216918e-07
"330",190.324,0,1.8629467271755e-06,2.42543894216918e-07
"331",190.337,0,1.8629467271755e-06,2.42543894216918e-07
"332",190.349,0,1.8629467271755e-06,2.42543894216918e-07
"333",190.361,0,1.8629467271755e-06,2.42543894216918e-07
"334",190.373,0,1.8629467271755e-06,2.42543894216918e-07
"335",190.385,0,1.8629467271755e-06,2.42543894216918e-07
"336",190.397,0,1.8629467271755e-06,2.42543894216918e-07
"337",190.409,0,1.8629467271755e-06,2.42543894216918e-07
"338",190.421,0,1.8629467271755e-06,2.42543894216918e-07
"339",190.434,0,1.8629467271755e-06,2.42543894216918e-07
"340",190.445,0,1.8629467271755e-06,2.42543894216918e-07
"341",190.457,0,1.8629467271755e-06,2.42543894216918e-07
"342",190.469,0,1.8629467271755e-06,2.42543894216918e-07
"343",190.481,0,1.8629467271755e-06,2.42543894216918e-07
"344",190.493,0,1.8629467271755e-06,2.42543894216918e-07
"345",190.505,0,1.8629467271755e-06,2.42543894216918e-07
"346",190.518,0,1.8629467271755e-06,2.42543894216918e-07
"347",190.53,0,1.8629467271755e-06,2.42543894216918e-07
"348",190.542,0,1.8629467271755e-06,2.42543894216918e-07
"349",190.554,0,1.8629467271755e-06,2.42543894216918e-07
"350",190.566,0,1.8629467271755e-06,2.42543894216918e-07
"351",190.579,0,1.8629467271755e-06,2.42543894216918e-07
"352",190.59,0,1.8629467271755e-06,2.42543894216918e-07
"353",190.602,0,1.8629467271755e-06,2.42543894216918e-07
"354",190.614,0,1.8629467271755e-06,2.42543894216918e-07
"355",190.626,0,1.8629467271755e-06,2.42543894216918e-07
"356",190.638,0,1.8629467271755e-06,2.42543894216918e-07
"357",190.65,0,1.8629467271755e-06,2.42543894216918e-07
"358",190.662,0,1.8629467271755e-06,2.42543894216918e-07
"359",190.674,0,1.8629467271755e-06,2.42543894216918e-07
"360",190.686,0,1.8629467271755e-06,2.42543894216918e-07
"361",190.698,0,1.8629467271755e-06,2.42543894216918e-07
"362",190.71,0,1.8629467271755e-06,2.42543894216918e-07
"363",190.723,0,1.8629467271755e-06,2.42543894216918e-07
"364",190.734,0,1.8629467271755e-06,2.42543894216918e-07
"365",190.747,0,1.8629467271755e-06,2.42543894216918e-07
"366",190.759,0,1.8629467271755e-06,2.42543894216918e-07
"367",190.771,0,1.8629467271755e-06,2.42543894216918e-07
"368",190.783,0,1.8629467271755e-06,2.42543894216918e-07
"369",190.795,0,1.8629467271755e-06,2.42543894216918e-07
"370",190.807,0,1.8629467271755e-06,2.42543894216918e-07
"371",190.819,0,1.8629467271755e-06,2.42543894216918e-07
"372",190.834,0,1.8629467271755e-06,2.42543894216918e-07
"373",190.843,0,1.8629467271755e-06,2.42543894216918e-07
"374",190.855,0,1.8629467271755e-06,2.42543894216918e-07
"375",190.867,0,1.8629467271755e-06,2.42543894216918e-07
"376",190.879,0,1.8629467271755e-06,2.42543894216918e-07
"377",190.891,0,1.8629467271755e-06,2.42543894216918e-07
"378",190.904,0,1.8629467271755e-06,2.42543894216918e-07
"379",190.915,0,1.8629467271755e-06,2.42543894216918e-07
"380",190.927,0,1.8629467271755e-06,2.42543894216918e-07
"381",190.939,0,1.8629467271755e-06,2.42543894216918e-07
"382",190.952,0,1.8629467271755e-06,2.42543894216918e-07
"383",190.963,0,1.8629467271755e-06,2.42543894216918e-07
"384",190.976,0,1.8629467271755e-06,2.42543894216918e-07
"385",190.988,0,1.8629467271755e-06,2.42543894216918e-07
"386",191,0,1.8629467271755e-06,2.42543894216918e-07
"387",191.012,0,1.8629467271755e-06,2.42543894216918e-07
"388",191.024,0,1.8629467271755e-06,2.42543894216918e-07
"389",191.036,0,1.8629467271755e-06,2.42543894216918e-07
"390",191.048,0,1.8629467271755e-06,2.42543894216918e-07
"391",191.06,0,1.8629467271755e-06,2.42543894216918e-07
"392",191.073,0,1.8629467271755e-06,2.42543894216918e-07
"393",191.084,0,1.8629467271755e-06,2.42543894216918e-07
"394",191.097,0,1.8629467271755e-06,2.42543894216918e-07
"395",191.108,0,1.8629467271755e-06,2.42543894216918e-07
"396",191.12,0,1.8629467271755e-06,2.42543894216918e-07
"397",191.132,0,1.8629467271755e-06,2.42543894216918e-07
"398",191.144,0,1.8629467271755e-06,2.42543894216918e-07
"399",191.157,0,1.8629467271755e-06,2.42543894216918e-07
"400",191.169,0,1.8629467271755e-06,2.42543894216918e-07
"401",191.181,0,1.8629467271755e-06,2.42543894216918e-07
"402",191.193,0,1.8629467271755e-06,2.42543894216918e-07
"403",191.205,0,1.8629467271755e-06,2.42543894216918e-07
"404",191.217,0,1.8629467271755e-06,2.42543894216918e-07
"405",191.229,0,1.8629467271755e-06,2.42543894216918e-07
"406",191.242,0,1.8629467271755e-06,2.42543894216918e-07
"407",191.253,0,1.8629467271755e-06,2.42543894216918e-07
"408",191.265,0,1.8629467271755e-06,2.42543894216918e-07
"409",191.277,0,1.8629467271755e-06,2.42543894216918e-07
"410",191.289,0,1.8629467271755e-06,2.42543894216918e-07
"411",191.301,0,1.8629467271755e-06,2.42543894216918e-07
"412",191.314,0,1.8629467271755e-06,2.42543894216918e-07
"413",191.325,0,1.8629467271755e-06,2.42543894216918e-07
"414",191.338,0,1.8629467271755e-06,2.42543894216918e-07
"415",191.35,0,1.8629467271755e-06,2.42543894216918e-07
"416",191.362,0,1.8629467271755e-06,2.42543894216918e-07
"417",191.374,0,1.8629467271755e-06,2.42543894216918e-07
"418",191.39,0,1.8629467271755e-06,2.42543894216918e-07
"419",191.398,0,1.8629467271755e-06,2.42543894216918e-07
"420",191.41,0,1.8629467271755e-06,2.42543894216918e-07
"421",191.422,0,1.8629467271755e-06,2.42543894216918e-07
"422",191.435,0,1.8629467271755e-06,2.42543894216918e-07
"423",191.446,0,1.8629467271755e-06,2.42543894216918e-07
"424",191.458,0,1.8629467271755e-06,2.42543894216918e-07
"425",191.47,0,1.8629467271755e-06,2.42543894216918e-07
"426",191.483,0,1.8629467271755e-06,2.42543894216918e-07
"427",191.494,0,1.8629467271755e-06,2.42543894216918e-07
"428",191.506,0,1.8629467271755e-06,2.42543894216918e-07
"429",191.518,0,1.8629467271755e-06,2.42543894216918e-07
"430",191.531,0,1.8629467271755e-06,2.42543894216918e-07
"431",191.543,0,1.8629467271755e-06,2.42543894216918e-07
"432",191.555,0,1.8629467271755e-06,2.42543894216918e-07
"433",191.567,0,1.8629467271755e-06,2.42543894216918e-07
"434",191.579,0,1.8629467271755e-06,2.42543894216918e-07
"435",191.592,0,1.8629467271755e-06,2.42543894216918e-07
"436",191.603,0,1.8629467271755e-06,2.42543894216918e-07
"437",191.615,0,1.8629467271755e-06,2.42543894216918e-07
"438",191.628,0,1.8629467271755e-06,2.42543894216918e-07
"439",191.639,0,1.8629467271755e-06,2.42543894216918e-07
"440",191.651,0,1.8629467271755e-06,2.42543894216918e-07
"441",191.663,0,1.8629467271755e-06,2.42543894216918e-07
"442",191.675,0,1.8629467271755e-06,2.42543894216918e-07
"443",191.687,0,1.8629467271755e-06,2.42543894216918e-07
"444",191.699,0,1.8629467271755e-06,2.42543894216918e-07
"445",191.711,0,1.8629467271755e-06,2.42543894216918e-07
"446",191.723,0,1.8629467271755e-06,2.42543894216918e-07
"447",191.736,0,1.8629467271755e-06,2.42543894216918e-07
"448",191.747,0,1.8629467271755e-06,2.42543894216918e-07
"449",191.76,0,1.8629467271755e-06,2.42543894216918e-07
"450",191.772,0,1.8629467271755e-06,2.42543894216918e-07
